"comment_id","comment","post_id"
"187","لو سمحتي سجادة المنتسوري بكام","7"
"188","ممكن تبعتلي قايمه الاسعار علي الخاص","7"
"189","كل الاسعار مكتوبه قبل و بعد الخصم\n‏https://cutt.us/pEmfA","7"
"190","بكم قسم الحياة الحسية والماث","7"
"191","كل الاسعار مكتوبه قبل و بعد الخصم\n‏https://cutt.us/pEmfA","7"
"192","بكام المجموعة كامله مستورد","7"
"193","كل الاسعار مكتوبه قبل و بعد الخصم\n‏https://cutt.us/pEmfA","7"
"194","بكام لوحه المائه وبكام التوصيل للجيزه امبابه","7"
"195","كل الاسعار مكتوبه قبل و بعد الخصم\n‏https://cutt.us/pEmfA","7"
"196","كم وكيف الشحن الي ليبيا لو سمحتم","7"
"197","وداد المريمي\n\nتشرفونا …See More","7"
"198","هناك شحن لتونس؟؟؟","7"
"199","أحلام اليحياوي اتواصلي مع الادارة على الواتس اب","7"
"200","عندكم شحن للبنان؟ والتكلفة ؟","7"
"201","نحن موحودين بلبنان","7"
"202","طيب احنا عملنا فاتورتين واحده ب 5000 وواحده 4000 ومخدناش هديه😁😁","7"
"203","ادوات مستوردة ولا صناعه مصرية","7"
"204","متاح مصري و مستورد","7"
"205","هل يوجد توصيل البيضاء ليبيا","7"
"206","01001444798 اتواصل واتس اب","7"
"207","ممكن كتالوج الليجو","7"
"208","مكانكوا فين ؟ و هل في شحن لطنطا","7"
"209","منهج اللغة بكام","7"
"210","جمييل","7"
"211","م","7"
"212","حنين صالح عباس\n\n‎تشرفونا …See More","7"
"213","ماشاء الله تبارك الله حاجات جميلة","7"
"214","م","7"
"215","ممتازة","7"
"216","@امل الناظر","7"
"217","متوفر دا حاليا","7"
"218","هل كتب الطاقه الكامنه من 2_3 موجوده","7"
"219","للو سمحت الاقي عندكم المجموعات الضمنيه الخاصه بجلسات التخاطب واسعارها كام لو موجوده؟","7"
"220","العرض لسه شغال ؟","7"
"221","برجاء السعر على كل لعبه","8"
"222","فعلا في نقص في منتجات كتير كل اما ابحث عن لعبة تبقي غير متوفر ...ايه العمل","8"
"223","هل العروض لسه مزجوده","8"
"224","أم عمر عمر موجوده","8"
"225","لو سمحت التوصيل لشبرا مصر بكام","8"
"226","فين من فضلك","9"
"227","ممكن اعرف نسبة الخصم بتحدد ازاي","9"
"228","بعد اذنكم سيبو رقم الهاتف","9"
"229","حمدي نصر الجرو\nمكتوب بالاعلان","9"
"230","هو المعرض ده هيكون ثابت ولا شوية و هيقفل و يخلص؟؟؟؟؟؟","9"
"231","في ليجو نينجاجو","9"
"232","المعرض مدته قد ايه ؟","9"
"233","بعد اذنكم فيه علب صغيرة ليجو لها اكتر من صورة جنب بعض ازاي واحنا بنعمل اوردر ع الموقع نختار الشكل ال احنا عايزينه","9"
"234","ممكن الكتالوج لو سمحتم","9"
"235","تم","9"
"236","بازل 3d ديناصورات وصل","9"
"237","مدة المعرض كام يوم","9"
"238","هو فين المكان","9"
"239","ممكن قائمه الاسعار لو سمحت وف توصيل محافظات؟","9"
"240","فيه جملة يافندم؟","9"
"241","الاسعار والطلبات علي الموقع\nSafwatoys.com","9"
"242","ماتعملوا فرع فى الاسكندرية","9"
"243","جملة ولا قطاعي","9"
"244","بخصم ٥٠%","9"
"245","بكام وفين","9"
"246","الخيمه بتاعه البنات موجده وبكام","9"
"247","ايناس زغلول محمد\nالاسعار علي الموقع safwatoys.com","9"
"248","لو سمحت بكام","9"
"249","بكم عربيه باتمان","9"
"250","لو سمحتم مانع غلق الأبواب للأطفال موجود عندكم؟","9"
"251","الاسعار لو سمحتم\nوبلاش ع الخاص","9"
"252","لعبة ميكانوا موجودة السعر كام","9"
"253","مالكوش فرع في اسكندريه","9"
"254","مش ناويين تعملو معرض في اسكندرية","9"
"255","اعرف الاسعار ازاى لو سمحتم","9"
"256","اسعار الجمله","9"
"257","ممكن قايمة بالمنتجات والاسعار جملة","9"
"258","خصم ٣٠ ٪ ده على القطعة الواحدة لو انا هشتري قطاعي صح كدة؟","9"
"259","مفيش فى اسكندرية 😭","9"
"260","المكان فين","9"
"261","بكام","10"
"262","أ.نجوي سعد استشاري اسري 25ج","10"
"263","بكام لو سمحت","10"
"264","رأيا أحمد 25ج","10"
"265","بكام جمله","10"
"266","سعرها كام","10"
"267","حاملات المسك لتحفيظ القرآن الأسعار علي الموقع بعد الخصم\nSafwatoys.com","10"
"268","فيه توصيل","10"
"269","حاملات المسك لتحفيظ القرآن متاح يافندم","10"
"270","التخفيضات والعروض دى موجودة ع طول؟","10"
"271","منى الجندى متاحه حاليًا","10"
"272","التوصيل ازاي","10"
"273","منى الجندى ده معرض دائم","10"
"274","بكام","10"
"275","اسمه ايه","10"
"276","في توصيل","11"
"277","فيه جمله ف القاعه دي ولا كله قطاعي","11"
"278","تم","11"
"279","ن","11"
"280","فين في مصر الجديده","11"
"281","فين","11"
"282","من 10 ل 5 معادا الجمعه","11"
"283","مش هتيجوا طنطا قريبا","11"
"284","محمد ابراهيم مودي ان شاء الله","11"
"285","هو الاون لاين عليه خصم برده","11"
"286","الخصومات لحد امتى من فضلك","11"
"287","اخر الشهر","11"
"288","فين المكان","11"
"289","هل متوفر لعبة كروت UNO بس يكون خامتها بﻻستيك وليس ورق، والسعر لو متوفرة ؟","11"
"290","الاسعار علي الموقع بعد الخصم\nSafwatoys.com","11"
"291","مساء الخير الاوردر بيوصل في قد اية بليز","11"
"292","عنوان القاعه فين فى مصر الجديدة والميعاد والساعة كام","11"
"293","منال حسن مصر الجديده امتداد شارع الثوره بجوار مستشفي الوطني للعيون\nكل يوم من 10 ل 5 معادا الجمعه","11"
"294","كود فوري بتاعكو لو سمحتوا","11"
"295","الصفوة لتنمية المهارات","12"
"296","بكام لو سمحت","12"
"297","بكام اسعار جمله لو سمحت","12"
"298","نور السما 55ج جمله","12"
"299","الجمله من كام قطعه لو سمحت","12"
"300","انا عملت اوردر و بعد ما دخلت كل البيانات شال اللعبه من السله بعد ما فضلت ساعة بختار و بدخل بيانات ..ارجو الرد","12"
"301","بكم الكتاب","12"
"302","بكام","12"
"303","محتاجه جمله","12"
"304","عايزة صور لأدوات منتسوري في جميع الاركان","12"
"305","في محتوى مختلف بعد اذنك ولا لا!","12"
"306","توصيل الغربية المحلة الكبرى كام","12"
"307","فين المكان","12"
"308","الصفوة لتنمية المهارات","13"
"309","ممكن اعرف ايه مدلول الحروف والأرقام اللي مكتوبه علي كل صورة","13"
"310","العنوان فين لو سمحت","13"
"311","تم","13"
"312","فين في مصر الجديدة لو سمحت؟","13"
"313","الجمعه لا\nمن ١٠ ل٥","13"
"314","سعر كام وكمان الشحن","13"
"315","قاعة العرض دي فين ؟؟","13"
"316","فين ف المنصوره لوسمحت","13"
"317","50ج","13"
"318","بكام والخامة ايه لوسمحت","13"
"319","لو سمحتى سعر قطعه البازل بكام","13"
"320","تم","13"
"321","اب،بكام وشحن المحلة كام","13"
"322","سيف حمزه سالم\nالأسعار موجوده في الموقع يا فندم بعد الخصم\nSafwatoys.com …See More","13"
"323","الاسعار وهل يوجد فواتير للمدارس الحكومي","13"
"324","فين فى مصر الجديدة","13"
"325","العنوان فين لو سمحت","13"
"326","مفيش فرع في الاسكندرية","13"
"327","ممكن اعرف الشحن كام","13"
"328","مواعيد العمل","13"
"329","لو سمحتوا في عندكم كروت الحروب الأبجدية ؟","13"
"330","ف توصيل لاسيوط او سوهاج","13"
"331","المكان فين","13"
"332","اولادى كنز حياتى مصر الجديدة امتداد شارع الثوره بجوار مستشفي الكهرباء والمستشفى الوطني للعيون","13"
"333","المواعيد من كام لكام","13"
"334","هبه اسلام من ١٠ ل ٥ ماعادا الجمعه","13"
"335","يعنى كل المنتجات متوفرة ف المعرض\nانا سالت كذا مرة وبتقولو مش كلها ف المعرض ..","13"
"336","شغالين يوم ٢٣/٧؟للاهميه","13"
"337","في توصيل لاسيوط حضرتك","13"
"338","الرجاء امل فيه توصيل","13"
"339","بكم و العنوان بالتفصيل","13"
"340","التوصيل بكم للعبور","13"
"341","شوفو الحاجات دى ف افكار حلوه Reham Atya Mora Hamdy","13"
"342","م","13"
"343","والمكان فين","13"
"344","نسر البريه مصر الجديدة امتداد شارع الثوره بجوار مستشفي الكهرباء والمستشفى الوطني للعيون","13"
"345","استر كام وكمان الشحن","13"
"346","هى القطع دى بتبقي خشب ولا كرتون","13"
"347","طوال ايام الاسبوع؟؟؟","13"
"348","م","13"
"349","لو سمحت يا فندم عندكم لعبة المغناطيس وبكم","13"
"350","ام يوسف في اكثر من نوع ممكن تختار من الكتالوج او الموقع","13"
"351","فين الاسعار والخصومات","13"
"352","موجود سبوره مغناطيسيه وبكام ولمض الخرز وبكام","13"
"353","فى كتالوج باللعب واسعارها ؟؟؟","13"
"354","معلش ممكن اعرف خصومات 50% علي منتجات ايه","13"
"355","إمتى","13"
"356","الاسعار","13"
"357","المكان فين","13"
"358","الشحن لحد قنا كام","13"
"359","بكام","13"
"360","بكام","13"
"361","العنوان لو سمحت","13"
"362","الصفوة لتنمية المهارات","14"
"363","عاوزه واحد من فضلك","14"
"364","٥٠ج تقريبا","14"
"365","مناسبه من سن كام لكام","14"
"366","عاوز ٣ لو سمحت","14"
"367","الصفوة لتنمية المهارات","15"
"368","بكام","15"
"369","لوسمحت عندكوا جمله","15"
"370","هو خامته ايه لو سمحت قماش","15"
"371","جميل","15"
"372","توصيل كام حداءق الاهرام","15"
"373","عايزه حاجه مناسبه لسن سنتين ونص","15"
"374","الصفوة لتنمية المهارات","16"
"375","الاسعار","16"
"376","جميله اوي بس الأسعار المكتوبه العروسه الواحده ولا للمجموعة...","16"
"377","محمود السعيد العروسه الواحده","16"
"378","بكام وفي اونلاين","16"
"379","ع كم معليش","16"
"380","ده cute اوي","16"
"381","حضرتك منين محل ولا اون لاين","16"
"382","بكام العروسة ؟","16"
"383","بكام","16"
"384","حجمها ايه","16"
"385","بكام والمكان فين","16"
"386","بكام","16"
"387","الاسعار والمكان","16"
"388","بكام","16"
"389","السعر كم🤔🤔🤔","16"
"390","رائع بكام","16"
"391","بكام","16"
"392","بكام جملة","16"
"393","ممكن الاسعار ؟","16"
"394","منين وبكام","16"
"395","فين المكان","16"
"396","لأ يوجد فروع فى الإسكندرية","17"
"397","في فرع بالفيوم ام لا","17"
"398","هو البيع أون لاين ولا محل","17"
"399","مصر الجديدة امتداد شارع الثوره بجوار مستشفي الكهرباء والمستشفى الوطني للعيون كل يوم معادا الجمعه من ١٠ ف ٥","17"
"400","العنوان بالضبط وسعر الحروف","17"
"401","انا ميدو سعيد\nمصر الجديدة امتداد شارع الثوره بجوار مستشفي الكهرباء والمستشفى الوطني للعيون\nالاسعار مكتوبه في البوست","17"
"402","متابع","17"
"403","انا مش فاهمه الجمله سعر اقل ازاي","17"
"404","اقل ازاي يافندم ؟","17"
"405","لوسمحت عاوزه الاسعار الجمله اشوفيها فين","17"
"406","فين العنوان","17"
"407","ممكن اعرف عدد المجموعة كاملة فيها كام لعبة لو كنت هاخد من كل نوع واحدة من ٥٠٠ جرام تعمل كام لو سمحت","17"
"408","الف شكر هنتواصل مع حضرتك","17"
"409","م","17"
"410","م","17"
"411","تم","17"
"412","بكام الشحن","17"
"413","تم","17"
"414","لوسمحت هو مكان ولا اونلاين","17"
"415","مصر الجديده امتداد شارع الثوره بجوار مستشفي الوطني للعيون","17"
"416","الجمله من كام قطغه لو يمحت\nوكام والشحن لنبروه المنصوره دقهليه","17"
"417","الشحن ف حدود ٥٠ج","17"
"418","فين المكان بدمنهور","17"
"419","50ج تقريبا","17"
"420","الجمله من كام قطعه وشحن الاسكندريه كام","17"
"421","الكرتونه فيها كام قطعه","17"
"422","الشحن كام للمنيا","17"
"423","٥٠ج\nالطلب علي الموقع لتستفيدي من الخصم","17"
"424","الجملة كام قطعة","17"
"425","كرتونه","17"
"426","جابر احمدجابر زى دى","17"
"427","هل فيه مبتكر عصيان نص كياو","17"
"428","في شحن شبرا","17"
"429","اه يافندم","17"
"430","العبوه كلها شكل واحد ولا مشكله وفين المكان","17"
"431","مصر الجديدة امتداد شارع الثوره بجوار مستشفي الكهرباء والمستشفى الوطني للعيون","17"
"432","الجملة تبدأ من دستة ولا أكثر","17"
"433","الخامات أمنة على صحة الأطفال ؟","17"
"434","في شحن للعريش وبكام","17"
"435","طب المفروض اخد كام قطعه عشان استفيد بالخصم 50% كامل","17"
"436","إسراء أحمد ١٢ قطعه من نفس المنتج","17"
"437","نظام الجمله مشكل متاح ولا ايه","17"
"438","ممكن المكان","17"
"439","هل الجملة الاكياس شكل واحد و لا مشكل ؟","17"
"440","هل هناك توصيل ااجيزة","17"
"441","أماني شوقي متاح","17"
"442","الجمله كام قطعه والعنوان","17"
"443","فين المكان","17"
"444","المكان فين","17"
"445","فين المكان","17"
"446","مكه المكرمه\nمصر الجديدة امتداد شارع الثوره بجوار مستشفي الكهرباء والمستشفى الوطني للعيون","17"
"447","ممكن اسال الكرتونه فيها قد ايه وممكن تكون مشكله","17"
"448","المكان فين","17"
"449","بكام","17"
"450","لو سمحت عايز الاسعار جمله لمكتبه","17"
"451","جمله تبدأ من كام قطعه","17"
"452","الشحن للاسماعيليه بكام لو سمحتى لو محتاجه","17"
"453","العنوان","17"
"454","لو سمحت الالعاب دي من سن كام","17"
"455","الجمله من اول كام قطعه","17"
"456","فين المكان","17"
"457","فين المكان","17"
"458","يوسف ابوزيد مصر الجديدة امتداد شارع الثوره بجوار مستشفي الكهرباء والمستشفى الوطني للعيون","17"
"459","فين العنوان في ااقاهره او في الذقاذيق","17"
"460","راجيه الرحمن\nمصر الجديدة امتداد شارع الثوره بجوار مستشفي الكهرباء والمستشفى الوطني للعيون","17"
"461","الشحن لطنطا بكام ؟؟ ونظام الدفع ايه؟؟","18"
"462","الشحن ٥٠ج تقريبا","18"
"463","بكام","18"
"464","في شحن لاسيوط","18"
"465","فى عربى جبت الرياضيات وطلع ماث","18"
"466","الصفوة لتنمية المهارات هو أكبر سن للكتب دي كام","18"
"467","بكام","18"
"468","بكام الاسكندرية،وهل هي كتب تعليمية وتأهيل لمرحلة قبل المدرسة؟؟","18"
"469","بكام المجموعه لسن سنتين؟","18"
"470","بكام المجموعة كاملة من فضلكم","18"
"471","شهادة حق منى انتم فعلا متميزين\nانا ابنى مكنش بيعرف حاجه فى الماث\nلما بالصدفه كنت فى ارض المعارض واشتريت منكم كتابين اجربهم بجد كتب فى منتهى الروعه واتعلم منهم كويس وكان بيحب الكتاب وبيشتغل فيه لوحده ومن ساعتها وانا عايزه اوصلكم علشان اشترى تانى 👌👌","18"
"472","الصفوة لتنمية المهارات","18"
"473","م","18"
"474","تم","18"
"475","الكتب دي حلوه قوي بنشتغل منها من فتره كبيره","18"
"476","بكام الشحن للاسماعيلية","18"
"477","من سنتين","18"
"478","وين موجودين بمدينة نصر وقت جبتيلي منهم\nعم فكر جيب كمان\nReem Sabouni","18"
"479","ممكن اكلم حضرتك علي الخاص","18"
"480","ممكن صور من داخل الكتب","18"
"481","مفيش حاجه مناسبه لسن ٨ سنين","18"
"482","الاسعار دي جمله و لا قطاعي و التوصيل اسكندريه بكام","18"
"483","تم","18"
"484","لسه موجودين وبكام","18"
"485","ابنى ٣ سنين و نص ابدا معاه بأى مجموعة الاولى و لا التانية حسب سنه ؟\nو المجموعة كلها سعرها كام ؟؟؟","18"
"486","عايزه اعرف محتواه ايه لسنتين","18"
"487","من أحب المجموعات إلى قلبي 😍\nبإستثناء مجموعة ال craft فيهم الحقيقة 😂🙈","18"
"488","مناسبة بداية من سن كام سنة","18"
"489","تم","18"
"490","م","18"
"491","الشحن للمنصوره بكام؟","18"
"492","هل عندكم كتاب amazing you\nأو كتاب لا تلمسنى او اى كتب تعلم الاطفال الثقافه الجنسيه لعمرهم","18"
"493","بكام سعر مجموعة 6سنوات","18"
"494","بكام طنطا .ونظام الدفع .طفل ٤سنوات","18"
"495","ممكن صوره للقدرات الذهنيهسن من٥الي٦","18"
"496","الشحن ل المنيا بكام","18"
