comment_id,comment,post_id
43,لو واخد ١٥٠٠٠ من ابو ظبي ممكن بتسدد,2
44,فيه وثائق استثمار تابعة لصناديق بس بلاش علشان اسعار الوثائق فى النازل,3
45,فيه بس اسمها مش شهادات إستثمار تسمى ( صناديق الإستثمار ),3
46,طبعا صناديق الاستثمار mutual funds.. وحضرتك بتختار درجة المخاطره اللي تحب تستثمر فيها ومنها كمان صناديق اسلاميه,3
47,الصناديق,3
48,م,3
49,م,3
50,في انواع من صناديق الاستثمار بيكون مكونات محفظتها بالكامل اسهم,3
51,اه بفوايد تضل ل ١٧%,3
52,إيه هو صندوق الاستثمار اللي بتوصل فوائده للنسبة دي؟,3
53,ممكن تفاصيل اكتر,3
54,م,3
55,اسأل بنكي - Ask Banky,4
56,اعتقد قيمة اكبر من القرض الأصلي ب ١٠٪,5
57,م,5
58,ممكن اعرف كان ايه اجراءات بنك القاهره لسداد مديونيه,5
59,10 % علي المستحق المتبقي قيمه السداد المبكر 🤟,5
60,أي عملية دفع أيا كان الجهة المدفوع لها تعتبر عملية شراء.\nعمليات السحب من ماكينات الصراف الآلي فقط هي اللي تعتبر سحب نقدي,6
61,السحب النقدي من ماكينة ATM هو اللي يعتبر سحب نقدي واي تنفيذ بالفيزا تانية من خلالها يعتبر سداد بفيزا,6
62,"طيب لو شحنت بيها محفظه بنكيه ، تعتبر ايه؟",6
63,خد بالك ممكن تكون نصبايه,7
64,تم,7
65,في الغالب مش صح لان فنزويلا عليها حظر و مفيش فلوس بتطلع منها بسهوله,7
66,نصبايه واتقالت اكتر من ٥٠٠ مره قدامي في الشغل,7
67,محمد احمد حلوه اتقالت إزاي,7
68,عبدالرحمن الزيات عبدو حماده كل شهر لازم يجي حد البنك يقول نفس كلامك ده ويطلع نصب,7
69,لكن كل الادله معايا وادله تكفي والوديعه أساسا في لندن هو بلده فنزويلا,7
70,عبدالرحمن الزيات عبدو حماده نصب واخرة الحوار هتدفع مبلغ محترم بالدولار علشان الوديعه تتفك تحول المبلغ صاحبك يخلع .انتا تلبس .. حبيبي مفيش حاجة في الكون كله مجانا مفيش حد هيديك حاجة بدون مقابل غير والدك والدتك ..فوقو يابشر,7
71,نصب وانت براحتك,7
72,باركليز مصر قفل وبقي التجاري وفا اسمه وحوارات نصب وغسيل اموال,7
73,شوفت كام واحد قالك نصب؟؟\nومع ذلك.. ها تكذبهم كلهم وها تكذب عقلك اللى بيقولك انك ملكش أصحاب اصلا فى فنزويلا.. وان الفلوس دى لو موجودة مش حقك.. وها تكمل جري..,7
74,مبقاش فى باركليز فى مصر\nبقى التجارى وفا بنك,7
75,التجاري وفا أنا معايا صوره الشيك بالمبلغ ورقم مدير بنك باركليز لندن والبريد الإلكتروني واسمه وقالي الرسوم مدفوعه من صديقك والمبلغ خلال أربعة وعشرين ساعة في البنك المحدد منك أنا هدخل البنك واستعلم عن كل حاجه,7
76,بنك كريدي اجري كول منزل حاجه زاي كده,8
77,ادخل على الصفحه البنك واسال,8
78,ياريت يكون في بجد قرض بضمان عقار,8
79,م,8
80,م,8
81,مفيش بنك هيديلك جنيه و هو شاكك انك مش هتسدد ان شاء يكون هترهنله ايه البنك اهم و اول سؤال عنده هتسدد ازاى,8
82,غير متاح قرض بضمان عقاري,8
83,شوف بنك عوده واسال عل شركه شاليه متكوده عندهم وله لا ممكن تاخد بالشاليه,9
84,م,9
85,برجاء توضيح طبيعة القرض المطلوب,9
86,لازم اجمالي الاقساط لايتجاوز 50% من المرتب,10
87,وانا كنت واخد 65000,10
88,حتى لو سددت هيفضل عائق المرتب لان المبلغ المطلوب هيبقى اكبر من نسبة الخصم الي القانون محددها فلو سددت الي عليك هتعدي ال 100 الف ببتاع 20 الف بس,10
89,البنك الاهلى اكبر مبلغ وأكبر فتره سداد,10
90,طيب لو اخدت قرض بضمان شهاده وعايزه اكسر الشهاده وياخدو فلوس القرض ينفع مع ان كنت واخده القرض لمده ٥ سنين ومبقاليش هشهور,10
91,طلعها بضمان شهادة استثمار أو وديعه,11
92,انا معنديش اى حاجة منهم مفيش طريقة غير كدة,11
93,لو حابب فى Cib ابعتلى اسم شركتك ولو مش Suspended تمام حتى لو مش متكودة مفيش مشاكل,11
94,ينفع اعمل فيزا مشتريات من cib وانا مش عميله فيه بس عميله في بنك تاني ولو بنفع وايه الاوراق المطلوبه,11
95,مهتم,12
96,ا,12
97,م,12
98,ما فيش شهادات إنما صناديق استثمار ودي بتشغل فلوسها ف اي نشاط ربحه مضمون زي الدهب مثلا,12
99,فرع السلسله تقريبا,13
100,هو الوحيد الي شغال,13
101,كلية النصر للبنات\n15 ش أحمد حسنين الشاطبي,13
102,سحب فقط مفيش ايداع,13
103,امام الفرع,13
104,سحب بس,13
105,عندي في البيت,13
106,فرع السلسلة,13
107,تم,14
108,العربي,14
109,البنك الزراعي,14
110,التعمير والاسكان,14
111,تقريبا نفس الفائدة إلى بتتحسب ع المبلغ ككل,15
112,م,15
113,بعتلك خاص,16
114,يعني ايه by out ؟,16
115,يعني ايه by out,16
116,القاهرة,16
117,بنك القاهرة طبعا,16
118,بنك مصر,17
119,تقدر تعرف كل تفاصيل التمويل العقاري في كل البنوك المصرية من خلال موقعنا كمان تقدر تقدم على القرض اللي تختاره من خلال الموقع\nhttps://bankygate.com/banky/products/Mortgage-Loan,17
120,بنك ابو ظبي الاول,17
121,المصرف المتحد,17
122,"مافيش، موقوف في كل البنوك بأستثناء مشاريع الاسكان الاجتماعي",17
123,"موظف أو غير موظف ❌🧑🏻‍💻... بتحويل الراتب أو بدون تحويل 💵❌\nعشان متتعبش وتدور كتير ع القرض اللي أنت محتاجه، في #بنكي جمعنالك تفاصيل القرض الشخصي في كل البنوك المصرية 🏛في مكان واحد\nعشان تختار القرض والبنك الأفضل ليك\nكل ا…See More",18
124,عايز اعمل قرض محتاج حد للتواصل بدون تحويل راتب,18
125,شغال ايه وفين,18
126,ممكن رقمك يتواصل مع حضرتك خاث,19
127,ايه الميزة\nما البنك الاهلي بيدي 12.25٪,19
128,كل تفاصيل قروض المهن الحرة هتلاقيها موجودة على موقعنا\nادخل اختار القرض اللي يناسبك من البنك اللي يناسبك\nكمان تقدر تقدم على القرض من خلال موقعنا…See More,20
129,م,20
130,م,21
131,صورة بطاقتك بس,21
132,هو لازم يكون ليا حساب فى البنك ده مع العلم ليا حساب فى بنك تانى بس الموضوع معقد شوية,21
133,نصيحه بلاش,21
134,ماتحطش نفسك في مديونيات كتير مع البنك,22
135,لا مش هينفع عشان طالعه بضمان انما لو طالعه بدون ضمان وعدي عليها 6 شهور ممكن تطلع واحده تانيه من اي بنك وبيبقي نفس الليمت,22
136,قولي طلعتها ازاي بضمان الشهاده ياريت\nعشان بص انا زهقت وربنا\nلان عايز فيزا مشتريات,22
137,عادي اعمل الشهادة و روح خدمة العملاء قولهم عايز اعمل كريدت كارد,22
138,بنك عوده,22
139,خليك في الاهلي وحاول تزود الليمت بتاعها انضف من اغلب البنوك الاخري,22
140,عماد العمده,23
141,"فوائد شهادات الإدخار تختلف من بنك لأخر، كما تختلف وفقا لدورية الصرف، لمزيد من التفاصيل حول الشهادات، كما يمكنك طلب الشهادة أيضا عبر موقعنا من الرابط التالي\nhttps://www.bankygate.com/banky/products/Certificate-Deposit",23
142,البنك الزراعي المصري 12%ثابته,23
143,شهاده الحصاد من البنك الزراعي المصري ١٢% ثابته طوال 3سنوات,23
144,عاصفه الصحراء ﺍﻟﻤﻌﺠﺒﺎﻧﻲ,24
145,لازم تتصل بخدمة العملاء,24
146,نفس اللي حصل معايا امبارح\nوكلم خدمه العملاء اللي رقمهم علي ظهر الفيزا وهتنزل تسحب الفلوس هتلاقيها رجعت تاني,24
147,لازم تروح البنك بنفسك,24
148,كلم الخط الساخن في أسرع وقت,24
149,كلم خدمه العملاء هتلاقي الرقم علي الفيزا وغالبا الرصيد بيرجع تاني حصلت معايا ورجع لوحده تاني يوم,24
150,اتصل بخدمة العملاء,24
151,الفيزا لم تشتغل والمعاش واقف هل اروح استلم الفيزا ميزه الجديده ولا اعمل ايه,24
152,تم اعادة القيد على حسابكم ..ولاتقلق فلوسك موجودة فى الخساب...عن تجاربى مع البنك ا,24
153,الفلوس هترجع لك. تاني علي حسابك بعد 3 ايام من غير متعمل حاجه,24
154,الفائدة بتختلف باختلاف الضمانات\nلمزيد من التفاصيل والتقديم علي القرض عبر موقعنا يرجي زيارة الرابط التالي\nhttps://bankygate.com/banky/bankProducts/1?productId=1,25
155,من 14.75 إلي15.25% متناقصة سنويا,25
156,أخوي نصيحه لا تذود عدد سنين مشان بتكون فائده أكثر مرتفعه,25
157,عوضك ع الله,26
158,كدا كدا هيرجعو\nلا تقلق\nاسماعيل غازي,26
159,خليك وراهم لحاد مايردو وتبلغهم باسم البنك والمكنه وان المبلغ مخرجش من المكنة,26
160,ويسترد المبلغ خلال ١٠ ايام ولو انت عميل رواتب بيترد خلال ٢٤ ساعة,26
161,"اهلا بيك\nبتتقدم بطلب للبنك وبيتم المراجعه ورجوع المبلغ ليك، بياخد حوالي ١٠ ايام",26
162,ينفع عادى,27
163,لازم السجل التجاري يكون كمل ٣ سنين,27
164,مفيش حد بيدي قروض خالص علي السجل التجاري والبطاقه الضريبيه بس انا دوخت ومفيش حد بيوجه صح,27
165,ينفع عادي جدا من بنك القاهره انا شغال فيه والاجراءات سهله جدا بس حاليا القروض الجديده واقفه شغالين تجديد بس للعملاء القديمه اللي معانا وممكن تفتح خلال شهر,27
166,تواصل مع خدمة عملاء البنك علي رقم 16668,28
167,معاش والدتك بريد وله تبع بنك,28
168,لو تبع بنك هيحصل ايه,28
169,انا كمان حصل معايا كدا,28
170,وانا كمان حصل معايا المكنة مطلعتش فلوس وقالت ناسف اعدم وجود تعامل روحت التامينات قالى انت صرفت منالمكن روح قدم شكوى,28
171,يعني الموضوع ده بسبب تغيير الفيزا ولا ايه,28
172,كان فيه مشكله النهارده ف جميع المعاشات,28
173,طارق ابوالهنا يعني الموضوع ملوش علاقه بتغيير الفيزا,28
174,طارق ابوالهنا\nطيب الحل ايه,28
175,اتصل ب ١٩٦٨٠ خط ساخن معاشات,28
176,علي فكره في ناس كتير اتعمل معاها نفس المشكله دي,28
177,النهاردة المعاشات تقريبا فيها مشاكل واكيد المعاش بتاعك تبع البريد صح ؟,28
178,في مشكله النهارده ف السيستم بتاع البنوك اكتر من ٢٠ حاله نفس المشكله حصلت قدامي,28
179,و انا كمان بس فيزا راتب,28
180,لو معاش بريد لازم تقبض من البريد مرة كل ٣ شهور ولو سنها صغير مرة كل ٦ شهور علشان يتاكدوا انها موجودة,28
181,كل تفاصيل قروض المهن الحرة هتلاقيها موجودة على موقعنا\nادخل اختار القرض اللي يناسبك من البنك اللي يناسبك\nكمان تقدر تقدم على القرض من خلال موقعنا…See More,29
182,اتفضل اساعدك,29
183,لا,30
184,محمد احمد حلوه حلول طيب 😅,30
185,لا,30
186,لا ينفع عادي,30
187,بيروح بالتوكيل خدمه العملاء في البنك ولو مثبوت فيه بينفذله الإجراء على طول ولو مش مثبوت فيه بيكلمك على الفون ويعمل معاك تثبيت من الشخصية\nوالأسهل من دة كله تعمل محفظه الكترونيه جديدة على الفون وتعمل عليها اللى انت عايز تعمله على الحساب عادي,30
188,لأ,30
189,لا,30
190,لا,30
191,لازم توكيل اداريت بنوك,30
192,ينفع,30
193,لا,30
194,م,31
195,أ- هادي هيتواصل معك فى اقرب وقت لتفاصيل أكثر\nHady Elrawy,31
196,اعلى شهادة في بنك التعمير والاسكان هي شهادة تحيا مصر\nواللي هتلاقي تفاصيلها لما تزور موقعنا\nhttps://bankygate.com/Banky/ProgramDetails/11556,32
197,تم,32
198,حد يعرف اعمل وديعه. في اي بنك وباعلي عائد,32
199,متابع,33
200,اى فيزا المهم بتدعم المواقع العالميه وليست المحلية فقط,33
201,"الشيك المسطر هو الذي يرسم على صدره خطان متوازيان بينهما فراغ والغاية من رسم هذين الخطين ، لفت نظر البنك المسحوب عليه إلى وجوب الامتناع عن دفع مبلغ الشيك إلا إذا كان مقدماً من أحد البنوك أو من عميل للبنك المسحوب عليه تبعاً لما كان التسطير عاماً أم خاصاً…See More",34
202,"الشيك المصرفي هو أمر يحرره البنك لأمر المستفيد بوفاء مبلغ معين لدى الاطلاع، ويكون المسحوب عليه في العادة هو نفس الساحب أو أحد فروعه، ويأتي إصدار مثل هذه الشيكات بناء على طلب عميل البنك الذي يريد تقديمه لشخص ثالث، مثل تكلیف العمیل البنك بدفع مصاریف الدراسة لإحدى الجامعات بالخارج، حیث یقوم البنك بإرسال مبلغ الشیك إلى بنك مراسل آخر، ثم یقوم البنك المراسل بصرف قیمة الشیك إلى المستفید، وهو مثل الحوالة البریدیة.",34
203,"الشيك الاسمي: ھو عبارة عن الشیك الذي یجب أن یذكر فیه اسم الشخص الذي سوف یقوم بصرف الشیك، أي للمستفید الأول فقط.",34
204,لمزيد من التفاصيل والتقديم علي القرض عبر موقعنا يرجي زيارة الرابط التالي\nhttps://www.bankygate.com/banky/products/car-Loan,35
205,ياريت لو حد من خدمة عملاء البنوك يقدر يساعد يكلمني خاص او يسيب كومنت وانا هكلمه,35
206,تواصل معايا يافندم مفيش مشكله,35
207,المصرف المتحد,35
208,البنك الزراعي المصري 12٪ وصرف العائد شهري و بيحول ع التوفير و يتحسب عليه 8٪,36
209,ويبقي خافقي لله\nيعني لو حضرتك مصرفتش العائد ف ميعاده بضيفه ع مبلغ التوفير واحسبلك عائد عليه 8٪,36
210,اعمل بحث تاني علي الالغاء,36
211,القاهرة ١٢.٢٥,36
212,"فوائد شهادات الإدخار تختلف من بنك لأخر، كما تختلف وفقا لدورية الصرف، لمزيد من التفاصيل حول الشهادات، كما يمكنك طلب الشهادة أيضا عبر موقعنا من الرابط التالي\nhttps://www.bankygate.com/banky/products/Certificate-Deposit",36
213,؟؟؟؟؟؟,37
214,برجاء توضيح استفسارك اكثر,37
215,بس الناس اللى بتحول على الرقم العادي مش الآيبان بتوصل برضو\nمعقول حوالتك علقت عشان كدا ؟,38
216,محمد المصري أيوة منا بتكلم على كدا التحويل للحساب برقم الحساب العادي لسه شغال وصحابى محولين الاسبوع دا ووصلهم عادي,38
217,التحويل لغاية دلوقتي برقم الحساب والسويفت. زي ماهو....مفيش تغيير...\nولو بالايبان يبقي شغال برضوه. علي حسب كلام البنك,38
218,استفسار بالله عليكوا للي يقدر يفيدني انا دلوقتي مسافر برا وكنت بحول علي حسابي ف مصر ودلوقتي غيرت البنك اللي كنت بحول منه ورحت لبنك تاني عشان بس انا مش اعد ف مصر كتير وبتعامل مع البنوك كتير\nسؤالي 💁🏻‍♂️\nهو ده رقم الحساب ولا لاء اللي المفروض اضيفه ف المستفدين عندي للتحويل عليه,38
219,تقدر تقدم فى اي بنك علي مبادرة نقاط البيع مجانا,39
220,بعتلك خاص,39
221,في طريقه تانيه غيز pos لاني مش كل عملاء معاهم كريدت بمبالغ كبيره,39
222,من خلال اقرب فرع ليك يا فندم,40
223,عادي يعني انا فرع بنك مصر اسبيكو السلام وساكن في منوف المنوفيه ممكن اروح انشطها من فرع منوف القريب مني Banky - بنكي,40
224,هي علي العلم موقوفه مني,40
225,ممكن الرد,40
226,تقدر تطلع كارت جديد من اقرب فرع ليك و بيجيلك الكارت علي البيت خلاص مفيش استلام كروت من الفرع\nبالنسبه للتنشيط من ١٩٨٨٨ وليس الفرع,40
227,لمزيد من التفاصيل والتقديم على الوديعة المناسبة يرجى زيارة الرابط التالى\nhttps://www.bankygate.com/banky/products/Deposit,41
228,م,41
229,ن,41
230,بنك مصر 12%,41
231,البنك الأهلي الكويتي 12 %\nوممكن تحصل بضمانها قرض ب 90 % من قيمة الشهادة أو الوديعه,41
232,لا شغال,42
233,ازاي حضرتك مدير البنك نفسة قالي الصرف متوقف Osama Shaban,42
234,يوم,43
235,بس لو محول يوم الخميس مساء اكيد بتوصل الاحد,43
236,حد أقصى يوم,43
237,ممكن أعرف غرامت يوم تاخير قسط القرض في بنك QNP,43
238,يوم,43
239,الفرق بين الوديعة والشهادة الوديعة بتكون بالايام الشهاده بالسنوات . الوديعة ممكن العائد بتاعها يعلى عليها أو يجنب انا الشهادة فالعائد منفصل عنها,44
240,احمد محمد توضيح اكتر لو سمحت,44
241,بص الودائع في ودائع بتبقى قصيرة الاجل وودائع طويلة الاجل الودائع القصيرة بتبقى من اسبوع ل سنة على حسب اختيار العميل اما الودائع الطويلة بتبقى فوق السنة ودي بتبقى بسعر والتانية بسعر وعادي ممكن تكسرها قبل مرور 6 شهور من تاريخ شراء المنتج اما الشهادة بتبقى اسعار العائد بتاعها اعلى من الوديعة بس بتتدي من سنة ومينفعش تكسرها قبل 6 شهور,44
242,وسواء في الشهادة او الوديعة لو كسرتهم بتخسر من العائد مش من الاصل ولو بصيت في حسابك لقيت قيمة الخصم اعلى من الي في حسابك هضطر اخصم من الاصل قبل ما اديهولك 🙏,44
243,هل تغيير الفيزا إجباري أم اختياري؟!,45
244,فارس بلاجواد\nحتى اﻵن إختياري لحين إصدار تعليمات أخرى,45
245,وبالنسبه للبنوك ايه الحل فيزا مرتبات قطاع خاص,45
246,طب انه افضل فيزا ميزه معاشات تبع البنك ولا تبع البريد ؟؟؟؟,45
247,1000*4.375٪ / 12 شهر,46
248,يعني ال ١٠٠٠ علية فوائد 3.645 ج. م,46
249,شكرا على الاجابه السريعه. ايه افضل بنك ممكن يدي عائد لوديعه شهريه ؟,46
250,لمزيد من التفاصيل والتقديم علي الوديعة عبر موقعنا يرجي زيارة الرابط التالي\nhttps://www.bankygate.com/Banky/Products/Deposit?query=,46
251,ابانوب متياس كامل,47
252,كل تفاصيل قروض المهن الحرة هتلاقيها موجودة على موقعنا\nادخل اختار القرض اللي يناسبك من البنك اللي يناسبك\nكمان تقدر تقدم على القرض من خلال موقعنا…See More,47
253,جربي PayPal أو CashU,48
254,ويسترن يونيون حولى له بالجنيه وخليه هو يسحبهم من هناك بعملتهم,48
255,ممكن MONEYGRAM عن طريق المصرف المتحد ومش شرط حساب بس اتأكدي منهم برضو وهيبقي عليهم عموله 15$,48
256,روح البنك العربي الافريقي بس تحولهم دولار مش مصري,48
257,يرجي التواصل مع البنك فى اقرب وقت لتقديم طلب جدولة القرض,49
258,م,49
259,"غير متاح، يشترط اثبات دخل",50
260,ينفع,51
261,لمزيد من التفاصيل عن القرض والتقديم عليه عبر موقعنا يرجي زيارة الرابط التالي\nhttps://www.bankygate.com/Banky/ProgramDetails/63273,52
262,محتاج حد اتواصل معاه لو سمحت,52
263,محمد ابوالنجاعبيد,53
264,مجانا للجميع حتى اخر العام,53
265,عبدالله العبادى\nهو ايه اللي مجانا,53
266,عبدالله العبادى مصاريف السحب من ماكينات الصراف الالي هي اللي مجانا يافندم,53
267,سؤال جميل الحقيقة\nعايز اعرف برضو,53
268,م,53
269,م,53
270,بنك اسكندريه بيسحب ٥ ج شهريا مصاريف تشغيل حساب\nو ٥٠جنية فالسنة مصاريف debit card,53
271,ده معناه ان الماكينة ليس بهت نقود كافية او انك تطلب سحب مبلغ اكثر من المتاح سحبه من الماكينة.\nجرب سحب 3000 في المرة الواحدة.,54
272,ياسين. جنا.كريم,55
273,ينفع تكسري الشهادة بعد مرور ٦ اشهر من اصدارها و القرض هيكون واجب السداد لانة بضمانها مع العلم ان في عمولة سداد مبكر و ان القرض عند السداد هتلاقي اصل المبلغ مقلش كتير لانة في اول المدة بيكون ٩٠ % مثلا فائدة و الباقي من اصل المبلغ,55
274,كل ٣ شهور,58
275,٥٥ ج كل ٣ اشهر,58
276,م,59
277,لازم يكون موظف,59
278,مساء الخير ياسيف\nمن الانترنت بانكنج\nزي كدا,60
279,"افتح الويب سايت بتاع البنك ، هتلاقي ف خدمة الاستعلام عن الايبان\nهدخل رقم الحساب الخاص بيك والرقم القومى ، هيطلعلك الايبان الخاص بالحساب",60
280,60 كل ٣ شهور+\n٥٠ كل سنه\nمفيش مصاريف على الشهادات,61
281,أنا مش عارف بنك ال انا في واخذ مني 170 جم مصاريف بس في 6 شهور,61
282,#الموضوع #ممكن_يوصل_لى #10_أيام #عمل ...,62
283,لازم تتابع مع البنك يافندم والفلوس بترجع بعد عمل جرد وبتاخد مده حوالي اسبوعين واوقات شهر,62
284,لمزيد من التفاصيل والتقديم علي الوديعة عبر موقعنا يرجي زيارة الرابط التالي\nhttps://www.bankygate.com/Banky/ProgramDetails/4602,63
285,لازم اثبات دخل,64
286,مش هيغير القرار ..\nثانيا البنك ملتزم معاك بتاريخ الشراء بشروطه,65
287,حضرتك لا توجد قيمة استردادية لشهادات الإسلامية ببنك مصر\nويتم الاسترداد لكامل قيمة الشهادة بعد مرور ٦ شهور بدون اي خصومات ودا ميزة لشهادات الإسلامية ببنك مصر,65
288,الفائده كام,67
289,لمزيد من التفاصيل والتقديم علي القرض عبر موقعنا يرجي زيارة الرابط التالى\nhttps://www.bankygate.com/banky/bankproducts/4?productId=1,67
290,لمزيد من التفاصيل والتقديم على الحساب عبر موقعنا يرجى زيارة الرابط التالى\nhttps://www.bankygate.com/banky/bankproducts/1?productId=10,68
291,لازم يكون موجود لتوقيع علي مستندات فتح الحساب,69
292,لو معاه فيزا ممكن يطلع لكم فيزا ع نفس حسابه عادى,69
293,"مصاريف الحسابات تختلف من حساب لأخر، لمزيد من التفاصيل يرجي زيارة الرابط التالي\nhttps://bankygate.com/banky/bankproducts/2?productId=10",70
294,انا دلوقتي شغلي كان مديني جواب افتح الحساب من حساب الشغل\nو الجواب ضاع مني\nفهل لو روحت افتحه بنفسي عشان اقبض هدفع كتير ؟,70
295,اي تسهيلات ائتمانية زي القروض او البطاقات الائتمانية,71
296,اسمه اي,72
297,البنك الأهلي المصري,72
298,الشروط المطلوبة\n– الجنسية المصرية أو الإقامة بالنسبة للأجانب .\n– حد أدني للعمر 21 سنة للبطاقات الأصلية .…See More,73
299,يرجى المتابعة مع الادارة المختصة بالبنك لمعرفة مواعيد أقساطك الجديدة لعدم التخلف عن سدادها,74
300,لمزيد من التفاصيل والتقديم على القرض عبر موقعنا يرجي زيارة الرابط التالي\nhttps://www.bankygate.com/banky/bankProducts/2?productId=1,75
301,"فوائد الودائع تختلف من بنك لأخر، لمزيد من التفاصيل والتقدي علي الوديعة عبر موقعنا يرجي زيارة الرابط التالي\nhttps://www.bankygate.com/banky/products/Deposit",76
302,البيتكوين غير مصرح به في مصر,77
303,كريدي اجريكول و مجانا في الفترة الحالية وهايبقي فيزا,78
304,برجاء توضيح طبيعة القرض المطلوب,79
305,لازم تحويل مرتب او كشف حساب لأخر ٦ شهور,80
306,انا مرتبى بيتحول على البنك الاهلى المصرى والبنك رفض الطلب بحجة ان الشركة محظور التعامل معها على الرغم من أن الشركة بتحول مرتبى على نفس البنك,80
307,لو الف جنيه عاءد كام يومي,81
308,لمزيد من التفاصيل والتقديم علي القرض عبر موقعنا يرجي زيارة الرابط التالي\nhttps://www.bankygate.com/banky/products/car-Loan,83
309,القاهرة,83
310,تقدر تعرف كل تفاصيل التمويل العقاري في كل البنوك المصرية من خلال موقعنا كمان تقدر تقدم على القرض اللي تختاره من خلال الموقع\nhttps://bankygate.com/banky/products/Mortgage-Loan,85
311,"برامج مخصصة لعملاء البنك، تشمل خدمات متميزة منها انهاء التراخيص المختلفة وحجز تذاكر السفر وغيرها من الخدمات الاخرى",86
312,دي بتبقى خدمات مميزة لبعض العملاء,86
313,لمزيد من التفاصيل والتقديم علي القرض عبر موقعنا يرجي زيارة الرابط التالي\nhttps://www.bankygate.com/banky/bankProducts/1?productId=1,87
314,صلاح الديك,91
315,يرجي التواصل مع الفرع المختص لمعرفة مواعيد وقيمة الأقساط,91
316,علي حسب عائد حساب التوفير نفسه,94
317,أيها أفضل الوديعة ام الشهادة\nوما معنى وديعة لمدة ثلاث شهور\nولكم جزيل الشكر,94
318,15 يوم تقريبا,95
319,الاهلي اليوناني,96
320,بجد؟,96
321,بيطلبوا علشان الشركه تتكود,96
322,تقصد الشهاده..؟\nالشهادة متتكسرش قبل ٦ شهور من تاريخها\nوبتخسر حوالى ٧٥ ٪ من الفائدة,97
323,بعد ٦ شهور من تاريخ الشراء,97
324,الوديعه حضرتك تقدر تكسرها اي وقت عكس الشهاده اللي مش بتتكسر الا بعد 6شهور لكن طبعا بدون نقاش بتخسر الفايده بنسب متغيره من بنك للتاني,97
325,الوديعة اي وقت بس بتخسر فيها من الفايدة مش من الاصل بنسب متغيرة حسب المدة والبنك اما الشهادة لا يمكن تكسرها قبل 6 شهور من تاريخها وبردو بتخسر فيها حسب المدة والبنك,97
326,ابو زياد,98
327,لو واخد قرض بيفضل بنفس الفائدة حتى نهاية المدة,99
328,مخلص الورق على الاستلام لسة هستلم باقى اجراءات الحظر,99
329,الفائدة تختلف باختلاف الضمانات المطلوبة\nلمزيد من التفاصيل والتقديم علي القرض عبر موقعنا يرجي زيارة الرابط التالي\nhttps://bankygate.com/banky/bankProducts/35?productId=1,100
330,• يمكن للعميل طلب التقسيط من خلال الهاتف عبر مكالمة مسجلة إلى مركز خدمة عملاء CIB على رقم 19666 محلياً أو من خلال أي من المتاجر العادية و الإلكترونية المشاركة داخل مصر\n• الخدمة متاحة على المعاملات التي تتم محلياً أو دولياً\n• يمكن لحامل البطاقة الائتمان…See More,101
331,يمكنك الاستعلام عن كافة أرصدة حساباتك وإجراء معاملاتك البنكية عبر خدمة الانترنت البنكي أو الموبايل بانكنج\nوتقدر تشترك فى خدمة الرسائل عن طريق التواصل مع خدمة العملاء أو زيارة اقرب فرع,103
332,م,104
333,م,104
